source,target,title,conference,year1,year2
345,1259,The VesselGlyph: focus & context visualization in CT-angiography,Vis,2004,2004
520,231,The VesselGlyph: focus & context visualization in CT-angiography,Vis,2004,2004
520,1259,The VesselGlyph: focus & context visualization in CT-angiography,Vis,2004,2004
231,1259,The VesselGlyph: focus & context visualization in CT-angiography,Vis,2004,2004
1209,2,Topological lines in 3D tensor fields,Vis,2004,2004
636,133,Topology visualization of the optical power flow through a novel C-shaped nano-aperture,Vis,2004,2004
853,483,Tracking of vector field singularities in unstructured 3D time-dependent datasets,Vis,2004,2004
853,354,Tracking of vector field singularities in unstructured 3D time-dependent datasets,Vis,2004,2004
483,354,Tracking of vector field singularities in unstructured 3D time-dependent datasets,Vis,2004,2004
884,429,Vector Wavelet Thresholding for Vector Field Denoising,Vis,2004,2004
84,590,Visibility culling for time-varying volume rendering using temporal occlusion coherence,Vis,2004,2004
84,49,Visibility culling for time-varying volume rendering using temporal occlusion coherence,Vis,2004,2004
84,657,Visibility culling for time-varying volume rendering using temporal occlusion coherence,Vis,2004,2004
590,49,Visibility culling for time-varying volume rendering using temporal occlusion coherence,Vis,2004,2004
590,657,Visibility culling for time-varying volume rendering using temporal occlusion coherence,Vis,2004,2004
49,657,Visibility culling for time-varying volume rendering using temporal occlusion coherence,Vis,2004,2004
490,525,Visual Inspection Methods for Quality Control in Automotive Engineering,Vis,2004,2004
490,748,Visual Inspection Methods for Quality Control in Automotive Engineering,Vis,2004,2004
490,74,Visual Inspection Methods for Quality Control in Automotive Engineering,Vis,2004,2004
525,748,Visual Inspection Methods for Quality Control in Automotive Engineering,Vis,2004,2004
525,74,Visual Inspection Methods for Quality Control in Automotive Engineering,Vis,2004,2004
748,74,Visual Inspection Methods for Quality Control in Automotive Engineering,Vis,2004,2004
537,736,Visualization in grid computing environments,Vis,2004,2004
537,559,Visualization in grid computing environments,Vis,2004,2004
736,559,Visualization in grid computing environments,Vis,2004,2004
483,853,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
483,353,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
483,672,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
483,354,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
483,505,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
853,353,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
853,672,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
853,354,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
853,505,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
353,672,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
353,354,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
353,505,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
672,354,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
672,505,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
354,505,Visualization of intricate flow structures for vortex breakdown analysis,Vis,2004,2004
575,545,Visualization of salt-induced stress perturbations,Vis,2004,2004
575,729,Visualization of salt-induced stress perturbations,Vis,2004,2004
545,729,Visualization of salt-induced stress perturbations,Vis,2004,2004
1054,244,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
1054,136,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
1054,58,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
1054,1142,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
1054,203,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
244,136,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
244,58,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
244,1142,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
244,203,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
136,58,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
136,1142,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
136,203,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
58,1142,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
58,203,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
1142,203,Visualization of Topological Defects in Nematic Liquid Crystals Using Streamtubes; Streamsurfaces and Ellipsoids,Vis,2004,2004
1059,724,Visualizing competitive behaviors in multi-user virtual environments,Vis,2004,2004
337,1097,Visualizing cortical waves and timing from data,Vis,2004,2004
146,281,Vol-a-Tile &#8212; A Tool for Interactive Exploration of Large Volumetric Data on Scalable Tiled Displays,Vis,2004,2004
605,561,Vorticity based flow analysis and visualization for Pelton turbine design optimization,Vis,2004,2004
1130,459,3D IBFV: hardware-accelerated 3D flow visualization,Vis,2003,2003
1228,505,A constraint-based technique for haptic volume exploration,Vis,2003,2003
1228,318,A constraint-based technique for haptic volume exploration,Vis,2003,2003
505,318,A constraint-based technique for haptic volume exploration,Vis,2003,2003
370,323,A framework for sample-based rendering with O-buffers,Vis,2003,2003
370,899,A framework for sample-based rendering with O-buffers,Vis,2003,2003
323,899,A framework for sample-based rendering with O-buffers,Vis,2003,2003
715,162,A frequency-sensitive point hierarchy for images and volumes,Vis,2003,2003
1,421,A multi-resolution data structure for two-dimensional Morse-Smale functions,Vis,2003,2003
1,947,A multi-resolution data structure for two-dimensional Morse-Smale functions,Vis,2003,2003
1,1177,A multi-resolution data structure for two-dimensional Morse-Smale functions,Vis,2003,2003
421,947,A multi-resolution data structure for two-dimensional Morse-Smale functions,Vis,2003,2003
421,1177,A multi-resolution data structure for two-dimensional Morse-Smale functions,Vis,2003,2003
947,1177,A multi-resolution data structure for two-dimensional Morse-Smale functions,Vis,2003,2003
595,1310,A novel interface for higher-dimensional classification of volume data,Vis,2003,2003
595,328,A novel interface for higher-dimensional classification of volume data,Vis,2003,2003
1310,328,A novel interface for higher-dimensional classification of volume data,Vis,2003,2003
1088,89,A texture-based framework for spacetime-coherent visualization of time-dependent vector fields,Vis,2003,2003
1088,429,A texture-based framework for spacetime-coherent visualization of time-dependent vector fields,Vis,2003,2003
89,429,A texture-based framework for spacetime-coherent visualization of time-dependent vector fields,Vis,2003,2003
1014,328,A visual exploration process for the analysis of Internet routing data,Vis,2003,2003
1014,952,A visual exploration process for the analysis of Internet routing data,Vis,2003,2003
328,952,A visual exploration process for the analysis of Internet routing data,Vis,2003,2003
151,458,Accelerating large data analysis by exploiting regularities,Vis,2003,2003
915,1049,Acceleration techniques for GPU-based volume rendering,Vis,2003,2003
178,1023,Advanced curved planar reformation: flattening of vascular structures,Vis,2003,2003
178,1259,Advanced curved planar reformation: flattening of vascular structures,Vis,2003,2003
178,231,Advanced curved planar reformation: flattening of vascular structures,Vis,2003,2003
1023,1259,Advanced curved planar reformation: flattening of vascular structures,Vis,2003,2003
1023,231,Advanced curved planar reformation: flattening of vascular structures,Vis,2003,2003
1259,231,Advanced curved planar reformation: flattening of vascular structures,Vis,2003,2003
837,933,Appearance-preserving view-dependent visualization,Vis,2003,2003
837,1148,Appearance-preserving view-dependent visualization,Vis,2003,2003
933,1148,Appearance-preserving view-dependent visualization,Vis,2003,2003
867,590,Chameleon: an interactive texture-based rendering framework for visualizing three-dimensional vector fields,Vis,2003,2003
366,1049,Compression domain volume rendering,Vis,2003,2003
662,896,Conveying shape and features with image-based relighting,Vis,2003,2003
662,724,Conveying shape and features with image-based relighting,Vis,2003,2003
662,780,Conveying shape and features with image-based relighting,Vis,2003,2003
896,724,Conveying shape and features with image-based relighting,Vis,2003,2003
896,780,Conveying shape and features with image-based relighting,Vis,2003,2003
724,780,Conveying shape and features with image-based relighting,Vis,2003,2003
353,982,Curvature-based transfer functions for direct volume rendering: methods and applications,Vis,2003,2003
353,1271,Curvature-based transfer functions for direct volume rendering: methods and applications,Vis,2003,2003
353,1165,Curvature-based transfer functions for direct volume rendering: methods and applications,Vis,2003,2003
982,1271,Curvature-based transfer functions for direct volume rendering: methods and applications,Vis,2003,2003
982,1165,Curvature-based transfer functions for direct volume rendering: methods and applications,Vis,2003,2003
1271,1165,Curvature-based transfer functions for direct volume rendering: methods and applications,Vis,2003,2003
342,237,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
342,901,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
342,344,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
342,1003,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
237,901,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
237,344,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
237,1003,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
901,344,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
901,1003,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
344,1003,Effectively visualizing multi-valued flow data using color and texture,Vis,2003,2003
741,162,Empty space skipping and occlusion clipping for texture-based volume rendering,Vis,2003,2003
741,323,Empty space skipping and occlusion clipping for texture-based volume rendering,Vis,2003,2003
162,323,Empty space skipping and occlusion clipping for texture-based volume rendering,Vis,2003,2003
862,1309,Feature-sensitive subdivision and isosurface reconstruction,Vis,2003,2003
886,985,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
886,1228,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
886,107,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
886,505,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
985,1228,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
985,107,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
985,505,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
1228,107,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
1228,505,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
107,505,Gaussian transfer functions for multi-field volume visualization,Vis,2003,2003
989,178,Hardware-based nonlinear filtering and segmentation using high-level shading languages,Vis,2003,2003
989,231,Hardware-based nonlinear filtering and segmentation using high-level shading languages,Vis,2003,2003
178,231,Hardware-based nonlinear filtering and segmentation using high-level shading languages,Vis,2003,2003
699,587,Hardware-based ray casting for tetrahedral meshes,Vis,2003,2003
699,429,Hardware-based ray casting for tetrahedral meshes,Vis,2003,2003
587,429,Hardware-based ray casting for tetrahedral meshes,Vis,2003,2003
678,652,Heart-muscle fiber reconstruction from diffusion tensor MRI,Vis,2003,2003
1267,429,Herarchical splatting of scattered data,Vis,2003,2003
435,751,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
435,490,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
435,947,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
435,732,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
751,490,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
751,947,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
751,732,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
490,947,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
490,732,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
947,732,Hierarchical clustering for unstructured volumetric scalar fields,Vis,2003,2003
358,174,High dimensional direct rendering of time-varying volumetric data,Vis,2003,2003
358,590,High dimensional direct rendering of time-varying volumetric data,Vis,2003,2003
174,590,High dimensional direct rendering of time-varying volumetric data,Vis,2003,2003
903,1184,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,Vis,2003,2003
1197,335,Holographic video display of time-series volumetric medical data,Vis,2003,2003
628,1308,Hybrid segmentation and exploration of the human lungs,Vis,2003,2003
628,373,Hybrid segmentation and exploration of the human lungs,Vis,2003,2003
1308,373,Hybrid segmentation and exploration of the human lungs,Vis,2003,2003
1209,2,HyperLIC,Vis,2003,2003
805,459,IEEE Visualization 2003 (IEEE Cat. No.03CH37496),Vis,2003,2003
731,207,Image space based visualization of unsteady flow on surfaces,Vis,2003,2003
731,1184,Image space based visualization of unsteady flow on surfaces,Vis,2003,2003
207,1184,Image space based visualization of unsteady flow on surfaces,Vis,2003,2003
603,1170,Interactive 3D visualization of rigid body systems,Vis,2003,2003
603,1184,Interactive 3D visualization of rigid body systems,Vis,2003,2003
1170,1184,Interactive 3D visualization of rigid body systems,Vis,2003,2003
107,886,Interactive deformation and visualization of level set surfaces using graphics hardware,Vis,2003,2003
107,505,Interactive deformation and visualization of level set surfaces using graphics hardware,Vis,2003,2003
107,982,Interactive deformation and visualization of level set surfaces using graphics hardware,Vis,2003,2003
886,505,Interactive deformation and visualization of level set surfaces using graphics hardware,Vis,2003,2003
886,982,Interactive deformation and visualization of level set surfaces using graphics hardware,Vis,2003,2003
505,982,Interactive deformation and visualization of level set surfaces using graphics hardware,Vis,2003,2003
978,947,Interactive protein manipulation,Vis,2003,2003
978,969,Interactive protein manipulation,Vis,2003,2003
947,969,Interactive protein manipulation,Vis,2003,2003
1033,461,Interactive view-dependent rendering with conservative occlusion culling in complex environments,Vis,2003,2003
1033,1309,Interactive view-dependent rendering with conservative occlusion culling in complex environments,Vis,2003,2003
461,1309,Interactive view-dependent rendering with conservative occlusion culling in complex environments,Vis,2003,2003
1146,1112,Large mesh simplification using processing sequences,Vis,2003,2003
1146,1021,Large mesh simplification using processing sequences,Vis,2003,2003
1146,40,Large mesh simplification using processing sequences,Vis,2003,2003
1112,1021,Large mesh simplification using processing sequences,Vis,2003,2003
1112,40,Large mesh simplification using processing sequences,Vis,2003,2003
1021,40,Large mesh simplification using processing sequences,Vis,2003,2003
158,113,Piecewise C<sup>1</sup> continuous surface reconstruction of noisy point clouds via local implicit quadric regression,Vis,2003,2003
158,443,Piecewise C<sup>1</sup> continuous surface reconstruction of noisy point clouds via local implicit quadric regression,Vis,2003,2003
158,323,Piecewise C<sup>1</sup> continuous surface reconstruction of noisy point clouds via local implicit quadric regression,Vis,2003,2003
113,443,Piecewise C<sup>1</sup> continuous surface reconstruction of noisy point clouds via local implicit quadric regression,Vis,2003,2003
113,323,Piecewise C<sup>1</sup> continuous surface reconstruction of noisy point clouds via local implicit quadric regression,Vis,2003,2003
443,323,Piecewise C<sup>1</sup> continuous surface reconstruction of noisy point clouds via local implicit quadric regression,Vis,2003,2003
593,48,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
593,753,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
593,963,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
593,991,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
593,134,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
48,753,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
48,963,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
48,991,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
48,134,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
753,963,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
753,991,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
753,134,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
963,991,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
963,134,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
991,134,Planet-sized batched dynamic adaptive meshes (P-BDAM),Vis,2003,2003
581,310,Producing high-quality visualizations of large-scale simulation,Vis,2003,2003
400,958,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
400,616,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
400,1131,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
400,685,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
958,616,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
958,1131,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
958,685,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
616,1131,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
616,685,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
1131,685,Psychophysical scaling of a cardiovascular information display,Vis,2003,2003
261,53,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,Vis,2003,2003
261,339,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,Vis,2003,2003
261,682,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,Vis,2003,2003
53,339,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,Vis,2003,2003
53,682,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,Vis,2003,2003
339,682,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,Vis,2003,2003
534,23,Shape simplification based on the medial axis transform,Vis,2003,2003
85,561,Signed distance transform using graphics hardware,Vis,2003,2003
85,547,Signed distance transform using graphics hardware,Vis,2003,2003
561,547,Signed distance transform using graphics hardware,Vis,2003,2003
867,590,Space efficient fast isosurface extraction for large datasets,Vis,2003,2003
103,675,Using deformations for browsing volumetric data,Vis,2003,2003
1175,593,Visibility based methods and assessment for detail-recovery,Vis,2003,2003
1175,134,Visibility based methods and assessment for detail-recovery,Vis,2003,2003
593,134,Visibility based methods and assessment for detail-recovery,Vis,2003,2003
84,49,Visibility culling using plenoptic opacity functions for large volume visualization,Vis,2003,2003
84,590,Visibility culling using plenoptic opacity functions for large volume visualization,Vis,2003,2003
84,657,Visibility culling using plenoptic opacity functions for large volume visualization,Vis,2003,2003
49,590,Visibility culling using plenoptic opacity functions for large volume visualization,Vis,2003,2003
49,657,Visibility culling using plenoptic opacity functions for large volume visualization,Vis,2003,2003
590,657,Visibility culling using plenoptic opacity functions for large volume visualization,Vis,2003,2003
1301,1010,Visualization of noisy and biased volume data using first and second order derivative techniques,Vis,2003,2003
1301,1079,Visualization of noisy and biased volume data using first and second order derivative techniques,Vis,2003,2003
1010,1079,Visualization of noisy and biased volume data using first and second order derivative techniques,Vis,2003,2003
571,535,Visualization of volume data with quadratic super splines,Vis,2003,2003
571,586,Visualization of volume data with quadratic super splines,Vis,2003,2003
571,682,Visualization of volume data with quadratic super splines,Vis,2003,2003
535,586,Visualization of volume data with quadratic super splines,Vis,2003,2003
535,682,Visualization of volume data with quadratic super splines,Vis,2003,2003
586,682,Visualization of volume data with quadratic super splines,Vis,2003,2003
328,757,Visualizing industrial CT volume data for nondestructive testing applications,Vis,2003,2003
494,505,Visually accurate multi-field weather visualization,Vis,2003,2003
404,590,Volume tracking using higher dimensional isosurfacing,Vis,2003,2003
404,601,Volume tracking using higher dimensional isosurfacing,Vis,2003,2003
590,601,Volume tracking using higher dimensional isosurfacing,Vis,2003,2003
579,541,Voxels on fire,Vis,2003,2003
579,418,Voxels on fire,Vis,2003,2003
579,323,Voxels on fire,Vis,2003,2003
579,443,Voxels on fire,Vis,2003,2003
541,418,Voxels on fire,Vis,2003,2003
541,323,Voxels on fire,Vis,2003,2003
541,443,Voxels on fire,Vis,2003,2003
418,323,Voxels on fire,Vis,2003,2003
418,443,Voxels on fire,Vis,2003,2003
323,443,Voxels on fire,Vis,2003,2003
561,1299,A case study in selective visualization of unsteady 3D flow,Vis,2002,2002
561,1094,A case study in selective visualization of unsteady 3D flow,Vis,2002,2002
1299,1094,A case study in selective visualization of unsteady 3D flow,Vis,2002,2002
847,373,A case study on automatic camera placement and motion for visualizing historical data,Vis,2002,2002
1269,759,A case study on multiresolution visualization of local rainfall from weather radar measurements,Vis,2002,2002
557,1004,A case study on the applications of a generic library for low-cost polychromatic passive stereo,Vis,2002,2002
557,429,A case study on the applications of a generic library for low-cost polychromatic passive stereo,Vis,2002,2002
1004,429,A case study on the applications of a generic library for low-cost polychromatic passive stereo,Vis,2002,2002
570,328,A model for the visualization exploration process,Vis,2002,2002
171,987,A multiphase approach to efficient surface simplification,Vis,2002,2002
696,588,Approximating normals for marching cubes applied to locally supported isosurfaces,Vis,2002,2002
447,758,BM3D: motion estimation in time dependent volume data,Vis,2002,2002
274,1090,Bounded-distortion piecewise mesh parameterization,Vis,2002,2002
619,589,Case study: Interactive rendering of adaptive mesh refinement data,Vis,2002,2002
1014,328,Case study: Interactive visualization for Internet security,Vis,2002,2002
1014,952,Case study: Interactive visualization for Internet security,Vis,2002,2002
328,952,Case study: Interactive visualization for Internet security,Vis,2002,2002
575,545,Case study: Visual debugging of finite element codes,Vis,2002,2002
89,866,Case study: Visualizing ocean flow vertical motions using Lagrangian-Eulerian time surfaces,Vis,2002,2002
178,1113,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,879,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,520,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,1076,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,247,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,1259,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,1023,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,121,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,608,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,218,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,268,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
178,231,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,879,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,520,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,1076,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,247,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,1259,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,1023,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,121,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,608,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,218,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,268,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1113,231,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,520,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,1076,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,247,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,1259,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,1023,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,121,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,608,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,218,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,268,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
879,231,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,1076,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,247,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,1259,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,1023,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,121,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,608,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,218,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,268,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
520,231,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,247,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,1259,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,1023,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,121,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,608,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,218,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,268,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1076,231,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
247,1259,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
247,1023,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
247,121,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
247,608,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
247,218,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
247,268,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
247,231,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1259,1023,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1259,121,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
1259,608,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,Vis,2002,2002
